Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,Number_of_Vehicles,Number_of_Casualties
170,2023-05-25,2023,May,Madhesh,Sarlahi,Urban,Straight,Evening,Serious Injury,Clear,Dry,Car,30,Male,1.0,5.0
1059,2025-09-10,2025,September,Sudurpashchim,Kailali,Rural,Straight,Evening,Minor Injury,Rain,Wet,Microbus,50,Male,2.0,22.0
174,2023-05-28,2023,May,Bagmati,Lalitpur,Rural,Roundabout,Evening,Minor Injury,Clear,Damaged,Car,30,Female,3.0,4.0
519,2024-04-26,2024,April,Gandaki,Kaski,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Motorbike,30,Male,1.0,4.0
969,2025-06-20,2025,June,Koshi,Sunsari,Urban,Straight,Night,Minor Injury,Clear,Damaged,Car,30,Female,1.0,3.0
702,2024-10-16,2024,October,Gandaki,Gorkha,Rural,Straight,Morning,Minor Injury,Clear,Dry,Car,30,Female,2.0,5.0
492,2024-03-27,2024,March,Koshi,Sunsari,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Truck,30,Male,3.0,5.0
74,2023-02-24,2023,February,Lumbini,Kapilvastu,Highway,Junction,Night,Serious Injury,Clear,Damaged,Car,30,Male,2.0,4.0
981,2025-07-01,2025,July,Lumbini,Kapilvastu,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,80,Female,1.0,2.0
588,2024-07-06,2024,July,Sudurpashchim,Kanchanpur,Urban,Curve,Morning,Serious Injury,Clear,Dry,Truck,50,Other,3.0,5.0
235,2023-08-05,2023,August,Sudurpashchim,Doti,Rural,Junction,Afternoon,Minor Injury,Clear,Slippery,Motorbike,80,Male,2.0,1.0
215,2023-07-06,2023,July,Sudurpashchim,Kanchanpur,Urban,Junction,Morning,Minor Injury,Rain,Wet,Scooter,30,Male,2.0,2.0
947,2025-05-30,2025,May,Sudurpashchim,Kanchanpur,Highway,Junction,Morning,Serious Injury,Clear,Dry,Motorbike,30,Male,1.0,1.0
133,2023-04-22,2023,April,Karnali,Dailekh,Highway,Straight,Evening,Minor Injury,Rain,Wet,Bus,80,Male,2.0,20.0
1156,2025-12-18,2025,December,Gandaki,Tanahun,Highway,Roundabout,Afternoon,Serious Injury,Clear,Damaged,Car,30,Male,3.0,1.0
733,2024-11-13,2024,November,Madhesh,Bara,Rural,Curve,Morning,Damage Only,Rain,Wet,Bus,80,Male,2.0,15.0
941,2025-05-26,2025,May,Gandaki,Kaski,Rural,Straight,Morning,Serious Injury,Clear,Dry,Motorbike,50,Male,1.0,4.0
186,2023-06-12,2023,June,Koshi,Sunsari,Urban,Straight,Morning,Minor Injury,Dusty,Damaged,Motorbike,30,Male,3.0,1.0
42,2023-01-28,2023,January,Sudurpashchim,Kailali,Feeder,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,50,Female,1.0,4.0
109,2023-03-27,2023,March,Koshi,Sunsari,Urban,Straight,Evening,Minor Injury,Dusty,Damaged,Jeep,80,Male,3.0,5.0
849,2025-02-17,2025,February,Madhesh,Bara,Highway,Curve,Morning,Minor Injury,Clear,Wet,Scooter,30,Female,1.0,2.0
569,2024-06-14,2024,June,Koshi,Morang,Highway,Junction,Afternoon,Damage Only,Clear,Dry,Motorbike,80,Male,2.0,3.0
651,2024-08-28,2024,August,Lumbini,Dang,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,30,Male,1.0,15.0
1001,2025-07-20,2025,July,Karnali,Kalikot,Rural,Curve,Evening,Serious Injury,Clear,Damaged,Motorbike,30,Male,1.0,4.0
1166,2025-12-26,2025,December,Lumbini,Kapilvastu,Highway,Junction,Afternoon,Minor Injury,Dusty,Dry,Jeep,50,Male,3.0,5.0
484,2024-03-21,2024,March,Sudurpashchim,Kanchanpur,Rural,Curve,Evening,Minor Injury,Clear,Slippery,Motorbike,30,Male,1.0,3.0
469,2024-03-10,2024,March,Karnali,Kalikot,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Motorbike,30,Male,3.0,2.0
25,2023-01-17,2023,January,Karnali,Jumla,Feeder,Straight,Night,Serious Injury,Rain,Wet,Scooter,80,Male,3.0,1.0
661,2024-09-12,2024,September,Koshi,Ilam,Highway,Curve,Night,Minor Injury,Clear,Wet,Car,50,Male,3.0,3.0
680,2024-10-02,2024,October,Gandaki,Kaski,Urban,Straight,Morning,Serious Injury,Clear,Damaged,Motorbike,80,Male,3.0,2.0
753,2024-12-01,2024,December,Gandaki,Lamjung,Rural,Junction,Afternoon,Fatal,Clear,Wet,Car,30,Male,2.0,5.0
994,2025-07-14,2025,July,Bagmati,Lalitpur,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,80,Female,3.0,1.0
367,2023-11-28,2023,November,Gandaki,Tanahun,Rural,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,80,Male,3.0,2.0
840,2025-02-09,2025,February,Gandaki,Gorkha,Highway,Straight,Evening,Serious Injury,Clear,Dry,Bus,50,Male,2.0,7.0
1053,2025-09-05,2025,September,Bagmati,Lalitpur,Feeder,Junction,Afternoon,Damage Only,Clear,Dry,Motorbike,50,Male,3.0,2.0
384,2023-12-11,2023,December,Koshi,Morang,Urban,Junction,Night,Damage Only,Clear,Damaged,Motorbike,50,Male,3.0,3.0
455,2024-02-28,2024,February,Lumbini,Rupandehi,Highway,Straight,Night,Damage Only,Dusty,Slippery,Motorbike,30,Female,1.0,3.0
265,2023-09-03,2023,September,Gandaki,Tanahun,Highway,Straight,Evening,Serious Injury,Clear,Dry,Car,50,Male,2.0,2.0
761,2024-12-05,2024,December,Bagmati,Lalitpur,Highway,Curve,Afternoon,Serious Injury,Rain,Wet,Car,50,Female,3.0,4.0
980,2025-06-30,2025,June,Karnali,Surkhet,Urban,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Male,2.0,1.0
445,2024-02-19,2024,February,Madhesh,Bara,Urban,Curve,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male,1.0,2.0
396,2023-12-26,2023,December,Gandaki,Lamjung,Rural,Straight,Morning,Serious Injury,Clear,Dry,Motorbike,50,Female,3.0,1.0
742,2024-11-20,2024,November,Koshi,Morang,Urban,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Male,3.0,4.0
177,2023-06-01,2023,June,Madhesh,Rautahat,Urban,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,80,Female,2.0,2.0
19,2023-01-14,2023,January,Koshi,Sunsari,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Motorbike,50,Male,2.0,1.0
949,2025-05-30,2025,May,Bagmati,Bhaktapur,Urban,Curve,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Female,3.0,2.0
815,2025-01-20,2025,January,Bagmati,Chitwan,Feeder,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Male,2.0,3.0
596,2024-07-16,2024,July,Lumbini,Banke,Highway,Curve,Evening,Minor Injury,Clear,Dry,Truck,80,Male,3.0,2.0
62,2023-02-13,2023,February,Koshi,Jhapa,Highway,Straight,Evening,Damage Only,Clear,Wet,Scooter,80,Female,2.0,2.0
273,2023-09-06,2023,September,Karnali,Surkhet,Rural,Junction,Evening,Serious Injury,Fog,Wet,Jeep,30,Female,1.0,2.0
1126,2025-11-24,2025,November,Lumbini,Banke,Rural,Straight,Evening,Fatal,Rain,Wet,Car,30,Male,2.0,4.0
279,2023-09-10,2023,September,Gandaki,Tanahun,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,30,Male,1.0,4.0
842,2025-02-12,2025,February,Gandaki,Kaski,Rural,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,30,Male,2.0,2.0
369,2023-11-30,2023,November,Bagmati,Bhaktapur,Highway,Straight,Night,Serious Injury,Clear,Wet,Car,50,Female,1.0,5.0
887,2025-03-25,2025,March,Sudurpashchim,Doti,Urban,Curve,Evening,Fatal,Dusty,Wet,Bus,50,Male,2.0,19.0
1015,2025-07-28,2025,July,Madhesh,Parsa,Highway,Junction,Afternoon,Minor Injury,Dusty,Slippery,Scooter,30,Male,3.0,3.0
860,2025-03-03,2025,March,Karnali,Jumla,Rural,Roundabout,Night,Serious Injury,Dusty,Wet,Motorbike,30,Female,2.0,3.0
721,2024-11-06,2024,November,Gandaki,Kaski,Urban,Curve,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male,3.0,1.0
826,2025-01-30,2025,January,Lumbini,Rupandehi,Rural,Junction,Morning,Damage Only,Clear,Wet,Motorbike,30,Female,3.0,1.0
548,2024-05-22,2024,May,Madhesh,Rautahat,Rural,Straight,Night,Serious Injury,Rain,Wet,Truck,30,Male,3.0,5.0
880,2025-03-16,2025,March,Lumbini,Kapilvastu,Feeder,Straight,Afternoon,Serious Injury,Fog,Damaged,Motorbike,50,Male,3.0,2.0
900,2025-04-08,2025,April,Gandaki,Gorkha,Highway,Junction,Night,Serious Injury,Rain,Wet,Scooter,30,Male,3.0,4.0
457,2024-03-01,2024,March,Karnali,Dailekh,Highway,Straight,Morning,Serious Injury,Clear,Damaged,Car,30,Male,1.0,4.0
394,2023-12-25,2023,December,Koshi,Morang,Highway,Straight,Afternoon,Damage Only,Clear,Wet,Truck,30,Female,2.0,2.0
676,2024-09-23,2024,September,Sudurpashchim,Achham,Urban,Straight,Night,Minor Injury,Dusty,Wet,Car,50,Male,2.0,5.0
912,2025-04-25,2025,April,Karnali,Kalikot,Urban,Straight,Morning,Minor Injury,Dusty,Dry,Motorbike,50,Male,3.0,2.0
965,2025-06-14,2025,June,Karnali,Jumla,Rural,Curve,Night,Minor Injury,Fog,Dry,Scooter,30,Male,2.0,3.0
376,2023-12-07,2023,December,Karnali,Jumla,Feeder,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,30,Male,3.0,3.0
413,2024-01-20,2024,January,Koshi,Sunsari,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male,2.0,4.0
75,2023-02-24,2023,February,Madhesh,Sarlahi,Urban,Junction,Afternoon,Minor Injury,Clear,Slippery,Car,80,Male,2.0,1.0
1122,2025-11-15,2025,November,Koshi,Sunsari,Highway,Straight,Morning,Damage Only,Clear,Dry,Jeep,50,Female,1.0,2.0
863,2025-03-06,2025,March,Lumbini,Kapilvastu,Urban,Straight,Night,Serious Injury,Rain,Wet,Car,80,Male,2.0,2.0
501,2024-04-04,2024,April,Koshi,Morang,Feeder,Junction,Evening,Fatal,Clear,Wet,Microbus,80,Male,2.0,21.0
942,2025-05-26,2025,May,Bagmati,Bhaktapur,Urban,Straight,Morning,Damage Only,Clear,Dry,Scooter,30,Male,2.0,1.0
617,2024-07-30,2024,July,Bagmati,Bhaktapur,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Male,3.0,1.0
115,2023-04-01,2023,April,Gandaki,Gorkha,Highway,Straight,Night,Minor Injury,Clear,Slippery,Scooter,50,Female,2.0,1.0
418,2024-01-27,2024,January,Karnali,Surkhet,Urban,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,3.0,1.0
602,2024-07-19,2024,July,Lumbini,Dang,Highway,Junction,Morning,Damage Only,Clear,Slippery,Motorbike,80,Male,3.0,4.0
605,2024-07-22,2024,July,Lumbini,Banke,Urban,Curve,Evening,Minor Injury,Clear,Dry,Car,50,Female,3.0,1.0
90,2023-03-11,2023,March,Koshi,Sunsari,Urban,Straight,Evening,Damage Only,Rain,Wet,Scooter,50,Male,1.0,1.0
1149,2025-12-12,2025,December,Lumbini,Banke,Highway,Straight,Evening,Damage Only,Rain,Wet,Motorbike,80,Male,2.0,4.0
499,2024-04-01,2024,April,Sudurpashchim,Achham,Highway,Curve,Evening,Minor Injury,Clear,Dry,Bus,30,Male,1.0,21.0
876,2025-03-15,2025,March,Madhesh,Sarlahi,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Bus,30,Female,2.0,6.0
927,2025-05-11,2025,May,Sudurpashchim,Doti,Urban,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,3.0,2.0
999,2025-07-18,2025,July,Koshi,Sunsari,Feeder,Curve,Evening,Minor Injury,Clear,Wet,Car,80,Female,3.0,2.0
12,2023-01-10,2023,January,Bagmati,Chitwan,Highway,Curve,Evening,Serious Injury,Clear,Damaged,Scooter,30,Male,1.0,4.0
397,2023-12-26,2023,December,Bagmati,Chitwan,Highway,Junction,Afternoon,Minor Injury,Clear,Wet,Scooter,30,Male,3.0,2.0
755,2024-12-02,2024,December,Lumbini,Rupandehi,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,50,Male,3.0,4.0
556,2024-05-29,2024,May,Bagmati,Kathmandu,Highway,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male,2.0,2.0
43,2023-01-31,2023,January,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Damage Only,Clear,Wet,Motorbike,30,Male,2.0,1.0
168,2023-05-23,2023,May,Madhesh,Rautahat,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Male,1.0,1.0
417,2024-01-26,2024,January,Sudurpashchim,Kailali,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male,2.0,4.0
577,2024-06-27,2024,June,Koshi,Morang,Urban,Straight,Evening,Serious Injury,Clear,Wet,Scooter,80,Male,3.0,1.0
268,2023-09-04,2023,September,Sudurpashchim,Doti,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Car,30,Female,2.0,4.0
808,2025-01-11,2025,January,Koshi,Ilam,Rural,Straight,Evening,Serious Injury,Clear,Slippery,Car,30,Male,2.0,4.0
427,2024-02-03,2024,February,Madhesh,Bara,Rural,Straight,Night,Minor Injury,Clear,Damaged,Bus,30,Male,1.0,7.0
691,2024-10-07,2024,October,Sudurpashchim,Achham,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Car,30,Female,1.0,1.0
545,2024-05-18,2024,May,Gandaki,Lamjung,Highway,Curve,Night,Serious Injury,Clear,Slippery,Car,50,Male,1.0,4.0
1123,2025-11-17,2025,November,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,80,Male,1.0,1.0
675,2024-09-23,2024,September,Gandaki,Lamjung,Rural,Straight,Morning,Fatal,Clear,Dry,Motorbike,50,Male,2.0,3.0
690,2024-10-06,2024,October,Karnali,Surkhet,Highway,Straight,Night,Serious Injury,Clear,Slippery,Scooter,80,Male,1.0,4.0
1055,2025-09-07,2025,September,Madhesh,Bara,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,30,Male,2.0,5.0
1177,2026-01-07,2026,January,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,2.0,2.0
1033,2025-08-14,2025,August,Koshi,Morang,Urban,Junction,Afternoon,Serious Injury,Fog,Slippery,Car,30,Male,1.0,2.0
1035,2025-08-17,2025,August,Koshi,Ilam,Highway,Junction,Evening,Damage Only,Clear,Slippery,Car,80,Male,2.0,4.0
258,2023-08-30,2023,August,Karnali,Dailekh,Rural,Roundabout,Afternoon,Fatal,Rain,Wet,Motorbike,50,Male,1.0,3.0
336,2023-10-29,2023,October,Gandaki,Tanahun,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Male,1.0,2.0
16,2023-01-13,2023,January,Gandaki,Gorkha,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Jeep,30,Female,1.0,5.0
902,2025-04-09,2025,April,Karnali,Dailekh,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,80,Male,2.0,22.0
325,2023-10-18,2023,October,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,2.0,4.0
608,2024-07-23,2024,July,Bagmati,Lalitpur,Urban,Straight,Afternoon,Minor Injury,Dusty,Wet,Bus,50,Male,1.0,22.0
1054,2025-09-05,2025,September,Koshi,Morang,Urban,Straight,Evening,Fatal,Clear,Slippery,Motorbike,30,Female,1.0,3.0
791,2025-01-01,2025,January,Sudurpashchim,Kailali,Rural,Straight,Morning,Damage Only,Rain,Wet,Scooter,80,Female,3.0,4.0
223,2023-07-15,2023,July,Lumbini,Rupandehi,Highway,Curve,Evening,Damage Only,Dusty,Slippery,Car,30,Male,1.0,3.0
180,2023-06-04,2023,June,Madhesh,Sarlahi,Urban,Junction,Evening,Damage Only,Rain,Wet,Car,80,Female,3.0,3.0
100,2023-03-22,2023,March,Karnali,Surkhet,Highway,Curve,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male,1.0,19.0
522,2024-04-28,2024,April,Gandaki,Tanahun,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Truck,50,Male,3.0,1.0
23,2023-01-17,2023,January,Gandaki,Lamjung,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Motorbike,80,Female,1.0,2.0
357,2023-11-21,2023,November,Gandaki,Kaski,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Motorbike,50,Female,1.0,1.0
734,2024-11-15,2024,November,Lumbini,Kapilvastu,Highway,Junction,Night,Fatal,Clear,Dry,Motorbike,80,Male,2.0,3.0
1094,2025-10-07,2025,October,Lumbini,Kapilvastu,Highway,Straight,Morning,Serious Injury,Fog,Slippery,Motorbike,30,Male,3.0,3.0
1112,2025-11-04,2025,November,Koshi,Ilam,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Female,3.0,3.0
612,2024-07-25,2024,July,Bagmati,Bhaktapur,Urban,Junction,Evening,Serious Injury,Clear,Damaged,Car,50,Female,1.0,3.0
1010,2025-07-26,2025,July,Gandaki,Lamjung,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Female,1.0,5.0
341,2023-11-02,2023,November,Bagmati,Kathmandu,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,50,Male,1.0,1.0
432,2024-02-09,2024,February,Koshi,Sunsari,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Bus,30,Male,2.0,10.0
962,2025-06-09,2025,June,Karnali,Kalikot,Urban,Straight,Evening,Damage Only,Clear,Dry,Car,50,Female,3.0,2.0
218,2023-07-08,2023,July,Gandaki,Kaski,Highway,Junction,Night,Serious Injury,Clear,Dry,Truck,50,Female,1.0,4.0
204,2023-06-28,2023,June,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Wet,Microbus,80,Male,2.0,19.0
906,2025-04-12,2025,April,Sudurpashchim,Kailali,Highway,Straight,Evening,Minor Injury,Dusty,Slippery,Car,50,Female,2.0,4.0
923,2025-05-06,2025,May,Madhesh,Bara,Rural,Curve,Evening,Minor Injury,Dusty,Damaged,Motorbike,30,Male,2.0,2.0
94,2023-03-15,2023,March,Lumbini,Rupandehi,Rural,Curve,Night,Damage Only,Clear,Damaged,Car,80,Male,3.0,2.0
911,2025-04-25,2025,April,Lumbini,Banke,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male,1.0,11.0
69,2023-02-21,2023,February,Sudurpashchim,Achham,Highway,Straight,Afternoon,Serious Injury,Dusty,Dry,Car,30,Male,3.0,3.0
895,2025-04-05,2025,April,Madhesh,Sarlahi,Highway,Curve,Afternoon,Fatal,Dusty,Slippery,Motorbike,50,Female,1.0,1.0
285,2023-09-16,2023,September,Madhesh,Sarlahi,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,30,Male,3.0,1.0
697,2024-10-10,2024,October,Bagmati,Bhaktapur,Feeder,Curve,Evening,Damage Only,Clear,Damaged,Microbus,80,Male,1.0,23.0
86,2023-03-08,2023,March,Karnali,Kalikot,Rural,Roundabout,Night,Minor Injury,Clear,Dry,Scooter,50,Female,1.0,4.0
435,2024-02-11,2024,February,Lumbini,Dang,Highway,Straight,Night,Damage Only,Rain,Wet,Jeep,30,Male,2.0,5.0
797,2025-01-07,2025,January,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Fog,Wet,Motorbike,30,Female,1.0,1.0
154,2023-05-11,2023,May,Lumbini,Banke,Rural,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male,3.0,1.0
76,2023-02-24,2023,February,Lumbini,Dang,Rural,Straight,Morning,Minor Injury,Rain,Wet,Bus,80,Male,1.0,10.0
1043,2025-08-27,2025,August,Lumbini,Rupandehi,Highway,Straight,Evening,Serious Injury,Clear,Damaged,Motorbike,30,Male,3.0,4.0
581,2024-06-29,2024,June,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Scooter,80,Female,1.0,4.0
447,2024-02-20,2024,February,Lumbini,Kapilvastu,Highway,Straight,Morning,Damage Only,Fog,Slippery,Scooter,30,Male,1.0,1.0
704,2024-10-21,2024,October,Sudurpashchim,Kanchanpur,Feeder,Straight,Afternoon,Minor Injury,Clear,Damaged,Truck,50,Male,1.0,4.0
189,2023-06-17,2023,June,Sudurpashchim,Doti,Rural,Straight,Afternoon,Damage Only,Clear,Dry,Scooter,80,Male,1.0,2.0
272,2023-09-06,2023,September,Sudurpashchim,Kailali,Feeder,Straight,Evening,Serious Injury,Clear,Damaged,Bus,30,Female,2.0,16.0
237,2023-08-08,2023,August,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Serious Injury,Clear,Slippery,Truck,30,Male,3.0,2.0
488,2024-03-24,2024,March,Koshi,Jhapa,Urban,Straight,Morning,Serious Injury,Dusty,Dry,Motorbike,30,Male,1.0,2.0
1160,2025-12-23,2025,December,Madhesh,Parsa,Rural,Junction,Morning,Minor Injury,Clear,Damaged,Car,30,Male,1.0,1.0
560,2024-06-02,2024,June,Bagmati,Kathmandu,Feeder,Curve,Night,Minor Injury,Rain,Wet,Microbus,80,Female,2.0,8.0
118,2023-04-04,2023,April,Karnali,Kalikot,Rural,Junction,Night,Minor Injury,Rain,Wet,Bus,50,Male,2.0,21.0
638,2024-08-18,2024,August,Sudurpashchim,Kailali,Highway,Curve,Evening,Damage Only,Clear,Wet,Motorbike,50,Male,2.0,1.0
1128,2025-11-25,2025,November,Sudurpashchim,Kailali,Urban,Straight,Evening,Serious Injury,Fog,Dry,Motorbike,80,Male,3.0,2.0
751,2024-11-29,2024,November,Koshi,Ilam,Highway,Straight,Evening,Minor Injury,Dusty,Wet,Jeep,30,Female,1.0,1.0
513,2024-04-14,2024,April,Lumbini,Banke,Highway,Junction,Night,Damage Only,Clear,Dry,Bus,50,Male,2.0,7.0
634,2024-08-16,2024,August,Koshi,Sunsari,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male,3.0,1.0
786,2024-12-25,2024,December,Madhesh,Sarlahi,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Scooter,50,Male,3.0,2.0
1007,2025-07-25,2025,July,Sudurpashchim,Kailali,Highway,Junction,Morning,Damage Only,Clear,Dry,Motorbike,50,Male,3.0,3.0
853,2025-02-22,2025,February,Koshi,Sunsari,Feeder,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,50,Female,3.0,2.0
127,2023-04-16,2023,April,Gandaki,Lamjung,Highway,Curve,Afternoon,Fatal,Clear,Wet,Car,30,Male,3.0,2.0
117,2023-04-04,2023,April,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,50,Female,3.0,2.0
474,2024-03-14,2024,March,Koshi,Ilam,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Motorbike,50,Male,3.0,1.0
741,2024-11-19,2024,November,Lumbini,Kapilvastu,Rural,Straight,Night,Minor Injury,Dusty,Slippery,Motorbike,50,Male,1.0,2.0
993,2025-07-14,2025,July,Koshi,Morang,Highway,Junction,Night,Serious Injury,Clear,Dry,Car,30,Male,2.0,4.0
58,2023-02-10,2023,February,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,30,Male,3.0,3.0
604,2024-07-21,2024,July,Lumbini,Dang,Rural,Junction,Morning,Damage Only,Clear,Damaged,Truck,80,Male,3.0,1.0
787,2024-12-27,2024,December,Gandaki,Gorkha,Highway,Straight,Morning,Minor Injury,Clear,Wet,Jeep,30,Male,3.0,2.0
971,2025-06-22,2025,June,Karnali,Dailekh,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Female,3.0,1.0
657,2024-09-09,2024,September,Madhesh,Bara,Rural,Straight,Morning,Serious Injury,Clear,Dry,Truck,80,Male,1.0,3.0
903,2025-04-10,2025,April,Madhesh,Rautahat,Urban,Junction,Morning,Minor Injury,Rain,Wet,Car,30,Female,2.0,4.0
922,2025-05-06,2025,May,Gandaki,Kaski,Urban,Curve,Morning,Serious Injury,Fog,Damaged,Truck,30,Male,1.0,3.0
106,2023-03-25,2023,March,Koshi,Jhapa,Urban,Straight,Afternoon,Minor Injury,Fog,Wet,Bus,50,Female,2.0,12.0
636,2024-08-16,2024,August,Sudurpashchim,Doti,Highway,Straight,Night,Minor Injury,Clear,Damaged,Car,50,Male,3.0,5.0
370,2023-11-30,2023,November,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Minor Injury,Clear,Dry,Bus,30,Male,2.0,18.0
269,2023-09-04,2023,September,Bagmati,Kathmandu,Rural,Straight,Evening,Serious Injury,Clear,Dry,Scooter,80,Male,1.0,3.0
656,2024-09-07,2024,September,Sudurpashchim,Doti,Highway,Straight,Morning,Damage Only,Clear,Wet,Bus,80,Male,2.0,6.0
47,2023-02-03,2023,February,Koshi,Jhapa,Highway,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Female,3.0,4.0
350,2023-11-10,2023,November,Gandaki,Tanahun,Rural,Roundabout,Afternoon,Damage Only,Clear,Damaged,Truck,50,Male,1.0,5.0
774,2024-12-15,2024,December,Sudurpashchim,Achham,Rural,Junction,Morning,Damage Only,Clear,Wet,Microbus,50,Male,1.0,17.0
196,2023-06-23,2023,June,Gandaki,Gorkha,Highway,Curve,Night,Minor Injury,Clear,Dry,Car,80,Male,3.0,1.0
103,2023-03-24,2023,March,Sudurpashchim,Kanchanpur,Urban,Junction,Night,Minor Injury,Rain,Wet,Motorbike,50,Male,3.0,1.0
5,2023-01-06,2023,January,Sudurpashchim,Kailali,Rural,Junction,Evening,Damage Only,Clear,Wet,Motorbike,30,Male,1.0,4.0
620,2024-08-01,2024,August,Sudurpashchim,Doti,Highway,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male,3.0,3.0
991,2025-07-13,2025,July,Sudurpashchim,Achham,Urban,Junction,Afternoon,Damage Only,Dusty,Slippery,Truck,30,Male,3.0,1.0
53,2023-02-07,2023,February,Bagmati,Bhaktapur,Urban,Straight,Night,Serious Injury,Clear,Damaged,Truck,30,Male,3.0,1.0
264,2023-09-03,2023,September,Sudurpashchim,Kanchanpur,Rural,Straight,Afternoon,Serious Injury,Clear,Damaged,Motorbike,80,Male,3.0,1.0
1093,2025-10-04,2025,October,Karnali,Jumla,Rural,Roundabout,Night,Damage Only,Clear,Damaged,Motorbike,30,Female,3.0,4.0
444,2024-02-18,2024,February,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Clear,Slippery,Motorbike,30,Female,1.0,4.0
972,2025-06-22,2025,June,Karnali,Surkhet,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Jeep,50,Female,2.0,3.0
783,2024-12-23,2024,December,Sudurpashchim,Kailali,Rural,Junction,Afternoon,Serious Injury,Clear,Wet,Motorbike,30,Male,1.0,2.0
847,2025-02-14,2025,February,Gandaki,Tanahun,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,50,Male,3.0,3.0
